V,Si,So,TSi,TSo,Ni,No,TKNi,TKNo,M,DO,i,Sig/TS,Sig,Q,Th_c,Th,dS,dTS,dN,TKN,Thn,Th_cn
2943,264,44,290,21,59,15,115,30,2700,2.27,51,0.62,179,1602.51,11.2,9.21,220,269,44,85,2.3025,15.43403343
2880,249,39,294,20,49,11,88,22,2503,2.24,54,0.59,174,1649,10.39,9.18,210,274,38,66,2.295,12.60740225
2907,225,37,277,24,47,11,90,24,2616,1.95,43,0.61,170,1552.12,11.61,9.21,188,253,36,66,2.3025,14.95412095
3015,238,39,281,21,52,12,101,26,2690,1.98,44,0.65,182,1670.87,10.87,9.14,199,260,40,75,2.285,14.64432167
3051,225,38,253,23,51,11,109,28,2651,2.08,48,0.6,151,1548.87,9.42,9.12,187,230,40,81,2.28,13.16594056
2889,251,39,284,19,53,13,97,25,2595,2.19,51,0.6,172,1457.81,9.48,9.18,212,265,40,72,2.295,12.3430877
3051,217,34,249,22,47,11,92,25,2613,1.78,41,0.65,161,1660.93,10.76,9.17,183,227,36,67,2.2925,14.37023018
2943,215,36,247,20,43,11,92,23,2558,1.83,42,0.64,158,1558.45,12.6,9.2,179,227,32,69,2.3,15.53867095
3042,233,37,264,25,47,12,84,22,2463,1.89,46,0.62,162,1755.83,10.28,9.15,196,239,35,62,2.2875,12.78640278
3123,204,34,240,20,49,12,90,23,2554,1.73,38,0.64,153,1735.27,10.54,9.2,170,220,37,67,2.3,15.61060924
3078,232,38,254,21,46,11,94,25,2561,2.13,49,0.61,156,1603.39,11.66,9.21,194,233,35,69,2.3025,14.25547611
2916,240,39,295,25,49,11,91,24,2533,2.34,52,0.65,193,1513.83,10.14,9.15,201,270,38,67,2.2875,12.76544981
3042,207,34,239,19,51,13,96,25,2672,1.81,42,0.65,156,1664.26,10.08,9.12,173,220,38,71,2.28,15.31347282
3114,207,33,233,20,41,9,80,21,2642,1.91,44,0.62,145,1718.39,14.32,9.13,174,213,32,59,2.2825,17.48919655
2979,211,35,236,19,48,11,98,26,2481,1.76,41,0.6,142,1585.7,11.12,9.2,176,217,37,72,2.3,15.5982867
2988,242,38,295,24,49,11,104,26,2433,2.11,48,0.63,185,1651.6,9.18,9.16,204,271,38,78,2.29,11.46137506
3060,248,39,287,24,47,12,88,23,2484,2.02,47,0.6,172,1541.6,9.64,9.15,209,263,35,65,2.2875,11.26513862
3069,210,34,239,22,46,11,81,21,2439,1.78,42,0.64,152,1769.39,13.02,9.16,176,217,35,60,2.29,17.58582918
3069,259,43,287,19,60,15,122,30,2592,2.4,57,0.6,171,1630.66,8.96,9.17,216,268,45,92,2.2925,12.79890529
2979,256,41,281,23,55,13,111,27,2525,2.29,51,0.61,170,1486.4,8.73,9.14,215,258,42,84,2.285,11.56512409
2925,245,41,304,20,45,11,94,23,2658,2.05,49,0.63,192,1595.89,9.08,9.24,204,284,34,71,2.31,10.28361022
3087,253,41,298,19,45,12,89,23,2683,2.03,45,0.62,184,1650.55,8.32,9.16,212,279,33,66,2.29,9.124911229
2979,250,41,308,20,55,13,112,29,2558,2.29,55,0.65,200,1657.01,10.71,9.23,209,288,42,83,2.3075,14.52865734
2997,220,36,249,22,43,10,78,20,2515,1.83,42,0.64,158,1538.81,13.14,9.21,184,227,33,58,2.3025,15.83632731
2898,262,43,315,23,61,14,122,31,2603,2.13,49,0.6,189,1658.51,9.76,9.14,219,292,47,91,2.285,14.01172776
3069,247,41,277,20,54,13,99,26,2610,2.4,55,0.62,173,1697.03,8.09,9.16,206,257,41,73,2.29,10.90582834
3105,242,37,274,26,51,13,92,25,2683,2.28,51,0.61,168,1777.3,10.02,9.22,205,248,38,67,2.305,13.02074582
3024,220,36,258,21,43,10,95,24,2697,1.81,43,0.64,165,1513.52,10.48,9.21,184,237,33,71,2.3025,12.63049545
3087,231,37,274,20,48,12,89,22,2651,2.01,47,0.6,163,1531.52,12.94,9.19,194,254,36,67,2.2975,16.57970745
3114,221,37,243,17,43,10,89,23,2696,1.88,42,0.6,145,1602.17,11.54,9.19,184,226,33,66,2.2975,13.84507523
2961,244,40,282,21,53,12,99,26,2598,2.24,53,0.63,177,1508.44,9.23,9.19,204,261,41,73,2.2975,12.3623511
2889,229,36,276,26,42,9,81,21,2562,2.01,49,0.61,169,1656.45,11.56,9.17,193,250,33,60,2.2925,13.0732923
3141,216,35,257,15,44,12,90,24,2591,2.09,45,0.6,155,1759.71,11.42,9.21,181,242,32,66,2.3025,14.34426694
2889,262,42,321,20,53,13,106,28,2674,2.5,59,0.65,209,1516.3,7.77,9.19,220,301,40,78,2.2975,9.691900042
3087,259,42,306,18,52,11,101,26,2402,2.1,51,0.62,190,1595.99,8.76,9.19,217,288,41,75,2.2975,10.84478671
2961,231,38,272,17,49,11,100,26,2491,1.98,46,0.64,174,1659.69,10.25,9.16,193,255,38,74,2.29,13.40668158
